timestamp,roadName,congestionValue,incidentCount,rainFlag,isHoliday
2026-01-01 11:00:00,us54,0.393,0,0,1
2026-01-01 11:00:00,paisano,0.325,0,0,1
2026-01-01 11:00:00,loop375,0.323,0,0,1
2026-01-01 12:00:00,i10West,0.468,0,0,1
2026-01-01 12:00:00,i10Central,0.575,0,0,1
2026-01-01 12:00:00,i10East,0.437,0,0,1
2026-01-01 12:00:00,mesa,0.302,0,0,1
2026-01-01 12:00:00,sunland,0.269,0,0,1
2026-01-01 12:00:00,us54,0.35,0,0,1
2026-01-01 12:00:00,paisano,0.31,0,0,1
2026-01-01 12:00:00,loop375,0.297,0,0,1
2026-01-01 13:00:00,i10West,0.45,0,0,1
2026-01-01 13:00:00,i10Central,0.547,0,0,1
2026-01-01 13:00:00,i10East,0.455,0,0,1
2026-01-01 13:00:00,mesa,0.296,0,0,1
2026-01-01 13:00:00,sunland,0.23,0,0,1
2026-01-01 13:00:00,us54,0.399,0,0,1
2026-01-01 13:00:00,paisano,0.329,0,0,1
2026-01-01 13:00:00,loop375,0.353,0,0,1
2026-01-01 14:00:00,i10West,0.642,0,1,1
2026-01-01 14:00:00,i10Central,0.807,0,1,1
2026-01-01 14:00:00,i10East,0.627,0,1,1
2026-01-01 14:00:00,mesa,0.432,0,1,1
2026-01-01 14:00:00,sunland,0.392,0,1,1
2026-01-01 14:00:00,us54,0.52,0,1,1
2026-01-01 14:00:00,paisano,0.427,0,1,1
2026-01-01 14:00:00,loop375,0.419,0,1,1
2026-01-01 15:00:00,i10West,0.614,0,0,1
2026-01-01 15:00:00,i10Central,0.742,0,0,1
2026-01-01 15:00:00,i10East,0.636,0,0,1
2026-01-01 15:00:00,mesa,0.381,0,0,1
2026-01-01 15:00:00,sunland,0.396,0,0,1
2026-01-01 15:00:00,us54,0.512,0,0,1
2026-01-01 15:00:00,paisano,0.408,0,0,1
2026-01-01 15:00:00,loop375,0.44,0,0,1
2026-01-01 16:00:00,i10West,0.711,0,0,1
2026-01-01 16:00:00,i10Central,0.86,0,0,1
2026-01-01 16:00:00,i10East,0.712,0,0,1
2026-01-01 16:00:00,mesa,0.448,0,0,1
2026-01-01 16:00:00,sunland,0.443,0,0,1
2026-01-01 16:00:00,us54,0.554,0,0,1
2026-01-01 16:00:00,paisano,0.457,0,0,1
2026-01-01 16:00:00,loop375,0.599,1,0,1
2026-01-01 17:00:00,i10West,0.704,0,0,1
2026-01-01 17:00:00,i10Central,0.855,0,0,1
2026-01-01 17:00:00,i10East,0.725,0,0,1
2026-01-01 17:00:00,mesa,0.476,0,0,1
2026-01-01 17:00:00,sunland,0.453,0,0,1
2026-01-01 17:00:00,us54,0.546,0,0,1
2026-01-01 17:00:00,paisano,0.504,0,0,1
2026-01-01 17:00:00,loop375,0.508,0,0,1
2026-01-01 18:00:00,i10West,0.691,0,0,1
2026-01-01 18:00:00,i10Central,0.837,0,0,1
2026-01-01 18:00:00,i10East,0.72,0,0,1
2026-01-01 18:00:00,mesa,0.511,0,0,1
2026-01-01 18:00:00,sunland,0.475,0,0,1
2026-01-01 18:00:00,us54,0.621,1,0,1
2026-01-01 18:00:00,paisano,0.459,0,0,1
2026-01-01 18:00:00,loop375,0.507,0,0,1
2026-01-01 19:00:00,i10West,0.622,0,0,1
2026-01-01 19:00:00,i10Central,0.751,0,0,1
2026-01-01 19:00:00,i10East,0.609,0,0,1
2026-01-01 19:00:00,mesa,0.423,0,0,1
2026-01-01 19:00:00,sunland,0.412,0,0,1
2026-01-01 19:00:00,us54,0.507,0,0,1
2026-01-01 19:00:00,paisano,0.398,0,0,1
2026-01-01 19:00:00,loop375,0.416,0,0,1
2026-01-01 20:00:00,i10West,0.56,0,0,1
2026-01-01 20:00:00,i10Central,0.632,0,0,1
2026-01-01 20:00:00,i10East,0.504,0,0,1
2026-01-01 20:00:00,mesa,0.361,0,0,1
2026-01-01 20:00:00,sunland,0.352,0,0,1
2026-01-01 20:00:00,us54,0.388,0,0,1
2026-01-01 20:00:00,paisano,0.349,0,0,1
2026-01-01 20:00:00,loop375,0.367,0,0,1
2026-01-01 21:00:00,i10West,0.477,0,0,1
2026-01-01 21:00:00,i10Central,0.572,0,0,1
2026-01-01 21:00:00,i10East,0.435,0,0,1
2026-01-01 21:00:00,mesa,0.287,0,0,1
2026-01-01 21:00:00,sunland,0.246,0,0,1
2026-01-01 21:00:00,us54,0.343,0,0,1
2026-01-01 21:00:00,paisano,0.336,0,0,1
2026-01-01 21:00:00,loop375,0.326,0,0,1
2026-01-01 22:00:00,i10West,0.42,0,0,1
2026-01-01 22:00:00,i10Central,0.51,0,0,1
2026-01-01 22:00:00,i10East,0.411,0,0,1
2026-01-01 22:00:00,mesa,0.28,0,0,1
2026-01-01 22:00:00,sunland,0.255,0,0,1
2026-01-01 22:00:00,us54,0.361,0,0,1
2026-01-01 22:00:00,paisano,0.305,0,0,1
2026-01-01 22:00:00,loop375,0.277,0,0,1
2026-01-01 23:00:00,i10West,0.492,0,1,1
2026-01-01 23:00:00,i10Central,0.647,0,1,1
2026-01-01 23:00:00,i10East,0.56,0,1,1
2026-01-01 23:00:00,mesa,0.305,0,1,1
2026-01-01 23:00:00,sunland,0.315,0,1,1
2026-01-01 23:00:00,us54,0.375,0,1,1
2026-01-01 23:00:00,paisano,0.356,0,1,1
2026-01-01 23:00:00,loop375,0.351,0,1,1
2026-01-02 00:00:00,i10West,0.393,0,0,0
2026-01-02 00:00:00,i10Central,0.506,0,0,0
2026-01-02 00:00:00,i10East,0.377,0,0,0
2026-01-02 00:00:00,mesa,0.256,0,0,0
2026-01-02 00:00:00,sunland,0.187,0,0,0
2026-01-02 00:00:00,us54,0.303,0,0,0
2026-01-02 00:00:00,paisano,0.298,0,0,0
2026-01-02 00:00:00,loop375,0.291,0,0,0
2026-01-02 01:00:00,i10West,0.363,0,0,0
2026-01-02 01:00:00,i10Central,0.487,0,0,0
2026-01-02 01:00:00,i10East,0.403,0,0,0
2026-01-02 01:00:00,mesa,0.236,0,0,0
2026-01-02 01:00:00,sunland,0.224,0,0,0
2026-01-02 01:00:00,us54,0.287,0,0,0
2026-01-02 01:00:00,paisano,0.292,0,0,0
2026-01-02 01:00:00,loop375,0.25,0,0,0
2026-01-02 02:00:00,i10West,0.371,0,0,0
2026-01-02 02:00:00,i10Central,0.486,0,0,0
2026-01-02 02:00:00,i10East,0.401,0,0,0
2026-01-02 02:00:00,mesa,0.209,0,0,0
2026-01-02 02:00:00,sunland,0.232,0,0,0
2026-01-02 02:00:00,us54,0.292,0,0,0
2026-01-02 02:00:00,paisano,0.267,0,0,0
2026-01-02 02:00:00,loop375,0.284,0,0,0
2026-01-02 03:00:00,i10West,0.391,0,0,0
2026-01-02 03:00:00,i10Central,0.48,0,0,0
2026-01-02 03:00:00,i10East,0.42,0,0,0
2026-01-02 03:00:00,mesa,0.22,0,0,0
2026-01-02 03:00:00,sunland,0.348,1,0,0
2026-01-02 03:00:00,us54,0.297,0,0,0
2026-01-02 03:00:00,paisano,0.256,0,0,0
2026-01-02 03:00:00,loop375,0.297,0,0,0
2026-01-02 04:00:00,i10West,0.514,0,1,0
2026-01-02 04:00:00,i10Central,0.682,0,1,0
2026-01-02 04:00:00,i10East,0.582,0,1,0
2026-01-02 04:00:00,mesa,0.333,0,1,0
2026-01-02 04:00:00,sunland,0.354,0,1,0
2026-01-02 04:00:00,us54,0.44,0,1,0
2026-01-02 04:00:00,paisano,0.321,0,1,0
2026-01-02 04:00:00,loop375,0.355,0,1,0
2026-01-02 05:00:00,i10West,0.535,0,0,0
2026-01-02 05:00:00,i10Central,0.653,0,0,0
2026-01-02 05:00:00,i10East,0.627,1,0,0
2026-01-02 05:00:00,mesa,0.327,0,0,0
2026-01-02 05:00:00,sunland,0.285,0,0,0
2026-01-02 05:00:00,us54,0.422,0,0,0
2026-01-02 05:00:00,paisano,0.351,0,0,0
2026-01-02 05:00:00,loop375,0.488,1,0,0
2026-01-02 06:00:00,i10West,0.62,0,0,0
2026-01-02 06:00:00,i10Central,0.799,0,0,0
2026-01-02 06:00:00,i10East,0.642,0,0,0
2026-01-02 06:00:00,mesa,0.421,0,0,0
2026-01-02 06:00:00,sunland,0.412,0,0,0
2026-01-02 06:00:00,us54,0.515,0,0,0
2026-01-02 06:00:00,paisano,0.402,0,0,0
2026-01-02 06:00:00,loop375,0.434,0,0,0
2026-01-02 07:00:00,i10West,0.844,0,0,0
2026-01-02 07:00:00,i10Central,0.98,0,0,0
2026-01-02 07:00:00,i10East,0.795,0,0,0
2026-01-02 07:00:00,mesa,0.563,0,0,0
2026-01-02 07:00:00,sunland,0.616,1,0,0
2026-01-02 07:00:00,us54,0.599,0,0,0
2026-01-02 07:00:00,paisano,0.512,0,0,0
2026-01-02 07:00:00,loop375,0.55,0,0,0
2026-01-02 08:00:00,i10West,0.901,0,0,0
2026-01-02 08:00:00,i10Central,0.98,0,0,0
2026-01-02 08:00:00,i10East,0.881,0,0,0
2026-01-02 08:00:00,mesa,0.59,0,0,0
2026-01-02 08:00:00,sunland,0.546,0,0,0
2026-01-02 08:00:00,us54,0.661,0,0,0
2026-01-02 08:00:00,paisano,0.593,0,0,0
2026-01-02 08:00:00,loop375,0.589,0,0,0
2026-01-02 09:00:00,i10West,0.943,0,1,0
2026-01-02 09:00:00,i10Central,0.98,0,1,0
2026-01-02 09:00:00,i10East,0.919,0,1,0
2026-01-02 09:00:00,mesa,0.597,0,1,0
2026-01-02 09:00:00,sunland,0.619,0,1,0
2026-01-02 09:00:00,us54,0.706,0,1,0
2026-01-02 09:00:00,paisano,0.624,0,1,0
2026-01-02 09:00:00,loop375,0.661,0,1,0
2026-01-02 10:00:00,i10West,0.692,0,0,0
2026-01-02 10:00:00,i10Central,0.81,0,0,0
2026-01-02 10:00:00,i10East,0.682,0,0,0
2026-01-02 10:00:00,mesa,0.48,0,0,0
2026-01-02 10:00:00,sunland,0.445,0,0,0
2026-01-02 10:00:00,us54,0.547,0,0,0
2026-01-02 10:00:00,paisano,0.492,0,0,0
2026-01-02 10:00:00,loop375,0.463,0,0,0
2026-01-02 11:00:00,i10West,0.573,0,0,0
2026-01-02 11:00:00,i10Central,0.687,0,0,0
2026-01-02 11:00:00,i10East,0.571,0,0,0
2026-01-02 11:00:00,mesa,0.344,0,0,0
2026-01-02 11:00:00,sunland,0.326,0,0,0
2026-01-02 11:00:00,us54,0.406,0,0,0
2026-01-02 11:00:00,paisano,0.405,0,0,0
2026-01-02 11:00:00,loop375,0.41,0,0,0
2026-01-02 12:00:00,i10West,0.604,0,1,0
2026-01-02 12:00:00,i10Central,0.721,0,1,0
2026-01-02 12:00:00,i10East,0.651,0,1,0
2026-01-02 12:00:00,mesa,0.388,0,1,0
2026-01-02 12:00:00,sunland,0.328,0,1,0
2026-01-02 12:00:00,us54,0.492,0,1,0
2026-01-02 12:00:00,paisano,0.432,0,1,0
2026-01-02 12:00:00,loop375,0.567,1,1,0
2026-01-02 13:00:00,i10West,0.515,0,0,0
2026-01-02 13:00:00,i10Central,0.682,0,0,0
2026-01-02 13:00:00,i10East,0.519,0,0,0
2026-01-02 13:00:00,mesa,0.357,0,0,0
2026-01-02 13:00:00,sunland,0.32,0,0,0
2026-01-02 13:00:00,us54,0.409,0,0,0
2026-01-02 13:00:00,paisano,0.515,1,0,0
2026-01-02 13:00:00,loop375,0.391,0,0,0
2026-01-02 14:00:00,i10West,0.717,0,1,0
2026-01-02 14:00:00,i10Central,0.904,0,1,0
2026-01-02 14:00:00,i10East,0.781,0,1,0
2026-01-02 14:00:00,mesa,0.452,0,1,0
2026-01-02 14:00:00,sunland,0.427,0,1,0
2026-01-02 14:00:00,us54,0.588,0,1,0
2026-01-02 14:00:00,paisano,0.556,0,1,0
2026-01-02 14:00:00,loop375,0.503,0,1,0
2026-01-02 15:00:00,i10West,0.888,1,0,0
2026-01-02 15:00:00,i10Central,0.966,0,0,0
2026-01-02 15:00:00,i10East,0.793,0,0,0
2026-01-02 15:00:00,mesa,0.552,0,0,0
2026-01-02 15:00:00,sunland,0.461,0,0,0
2026-01-02 15:00:00,us54,0.64,0,0,0
2026-01-02 15:00:00,paisano,0.531,0,0,0
2026-01-02 15:00:00,loop375,0.59,0,0,0
2026-01-02 16:00:00,i10West,0.918,0,0,0
2026-01-02 16:00:00,i10Central,0.98,0,0,0
2026-01-02 16:00:00,i10East,0.905,0,0,0
2026-01-02 16:00:00,mesa,0.619,0,0,0
2026-01-02 16:00:00,sunland,0.6,0,0,0
2026-01-02 16:00:00,us54,0.698,0,0,0
2026-01-02 16:00:00,paisano,0.628,0,0,0
2026-01-02 16:00:00,loop375,0.659,0,0,0
2026-01-02 17:00:00,i10West,0.973,0,0,0
2026-01-02 17:00:00,i10Central,0.98,0,0,0
2026-01-02 17:00:00,i10East,0.98,0,0,0
2026-01-02 17:00:00,mesa,0.684,0,0,0
2026-01-02 17:00:00,sunland,0.665,0,0,0
2026-01-02 17:00:00,us54,0.751,0,0,0
2026-01-02 17:00:00,paisano,0.689,0,0,0
2026-01-02 17:00:00,loop375,0.685,0,0,0
2026-01-02 18:00:00,i10West,0.952,0,0,0
2026-01-02 18:00:00,i10Central,0.98,0,0,0
2026-01-02 18:00:00,i10East,0.907,0,0,0
2026-01-02 18:00:00,mesa,0.674,0,0,0
2026-01-02 18:00:00,sunland,0.633,0,0,0
2026-01-02 18:00:00,us54,0.684,0,0,0
2026-01-02 18:00:00,paisano,0.628,0,0,0
2026-01-02 18:00:00,loop375,0.653,0,0,0
2026-01-02 19:00:00,i10West,0.826,0,0,0
2026-01-02 19:00:00,i10Central,0.948,0,0,0
2026-01-02 19:00:00,i10East,0.773,0,0,0
2026-01-02 19:00:00,mesa,0.58,0,0,0
2026-01-02 19:00:00,sunland,0.527,0,0,0
2026-01-02 19:00:00,us54,0.627,0,0,0
2026-01-02 19:00:00,paisano,0.551,0,0,0
2026-01-02 19:00:00,loop375,0.552,0,0,0
2026-01-02 20:00:00,i10West,0.653,0,0,0
2026-01-02 20:00:00,i10Central,0.922,1,0,0
2026-01-02 20:00:00,i10East,0.681,0,0,0
2026-01-02 20:00:00,mesa,0.434,0,0,0
2026-01-02 20:00:00,sunland,0.404,0,0,0
2026-01-02 20:00:00,us54,0.49,0,0,0
2026-01-02 20:00:00,paisano,0.431,0,0,0
2026-01-02 20:00:00,loop375,0.435,0,0,0
2026-01-02 21:00:00,i10West,0.527,0,0,0
2026-01-02 21:00:00,i10Central,0.641,0,0,0
2026-01-02 21:00:00,i10East,0.504,0,0,0
2026-01-02 21:00:00,mesa,0.302,0,0,0
2026-01-02 21:00:00,sunland,0.299,0,0,0
2026-01-02 21:00:00,us54,0.411,0,0,0
2026-01-02 21:00:00,paisano,0.335,0,0,0
2026-01-02 21:00:00,loop375,0.39,0,0,0
2026-01-02 22:00:00,i10West,0.422,0,0,0
2026-01-02 22:00:00,i10Central,0.55,0,0,0
2026-01-02 22:00:00,i10East,0.422,0,0,0
2026-01-02 22:00:00,mesa,0.237,0,0,0
2026-01-02 22:00:00,sunland,0.222,0,0,0
2026-01-02 22:00:00,us54,0.349,0,0,0
2026-01-02 22:00:00,paisano,0.317,0,0,0
2026-01-02 22:00:00,loop375,0.289,0,0,0
2026-01-02 23:00:00,i10West,0.527,1,0,0
2026-01-02 23:00:00,i10Central,0.501,0,0,0
2026-01-02 23:00:00,i10East,0.41,0,0,0
2026-01-02 23:00:00,mesa,0.243,0,0,0
2026-01-02 23:00:00,sunland,0.194,0,0,0
2026-01-02 23:00:00,us54,0.335,0,0,0
2026-01-02 23:00:00,paisano,0.237,0,0,0
2026-01-02 23:00:00,loop375,0.307,0,0,0
2026-01-03 00:00:00,i10West,0.395,0,0,0
2026-01-03 00:00:00,i10Central,0.496,0,0,0
2026-01-03 00:00:00,i10East,0.414,0,0,0
2026-01-03 00:00:00,mesa,0.266,0,0,0
2026-01-03 00:00:00,sunland,0.201,0,0,0
2026-01-03 00:00:00,us54,0.282,0,0,0
2026-01-03 00:00:00,paisano,0.236,0,0,0
2026-01-03 00:00:00,loop375,0.305,0,0,0
2026-01-03 01:00:00,i10West,0.385,0,0,0
2026-01-03 01:00:00,i10Central,0.509,0,0,0
2026-01-03 01:00:00,i10East,0.408,0,0,0
2026-01-03 01:00:00,mesa,0.244,0,0,0
2026-01-03 01:00:00,sunland,0.232,0,0,0
2026-01-03 01:00:00,us54,0.336,0,0,0
2026-01-03 01:00:00,paisano,0.262,0,0,0
2026-01-03 01:00:00,loop375,0.296,0,0,0
2026-01-03 02:00:00,i10West,0.397,0,0,0
2026-01-03 02:00:00,i10Central,0.484,0,0,0
2026-01-03 02:00:00,i10East,0.407,0,0,0
2026-01-03 02:00:00,mesa,0.253,0,0,0
2026-01-03 02:00:00,sunland,0.203,0,0,0
2026-01-03 02:00:00,us54,0.298,0,0,0
2026-01-03 02:00:00,paisano,0.239,0,0,0
2026-01-03 02:00:00,loop375,0.29,0,0,0
2026-01-03 03:00:00,i10West,0.357,0,0,0
2026-01-03 03:00:00,i10Central,0.464,0,0,0
2026-01-03 03:00:00,i10East,0.41,0,0,0
2026-01-03 03:00:00,mesa,0.214,0,0,0
2026-01-03 03:00:00,sunland,0.193,0,0,0
2026-01-03 03:00:00,us54,0.299,0,0,0
2026-01-03 03:00:00,paisano,0.246,0,0,0
2026-01-03 03:00:00,loop375,0.287,0,0,0
2026-01-03 04:00:00,i10West,0.392,0,0,0
2026-01-03 04:00:00,i10Central,0.54,0,0,0
2026-01-03 04:00:00,i10East,0.433,0,0,0
2026-01-03 04:00:00,mesa,0.229,0,0,0
2026-01-03 04:00:00,sunland,0.221,0,0,0
2026-01-03 04:00:00,us54,0.332,0,0,0
2026-01-03 04:00:00,paisano,0.268,0,0,0
2026-01-03 04:00:00,loop375,0.277,0,0,0
2026-01-03 05:00:00,i10West,0.489,0,0,0
2026-01-03 05:00:00,i10Central,0.629,0,0,0
2026-01-03 05:00:00,i10East,0.63,1,0,0
2026-01-03 05:00:00,mesa,0.332,0,0,0
2026-01-03 05:00:00,sunland,0.295,0,0,0
2026-01-03 05:00:00,us54,0.361,0,0,0
2026-01-03 05:00:00,paisano,0.398,1,0,0
2026-01-03 05:00:00,loop375,0.323,0,0,0
2026-01-03 06:00:00,i10West,0.58,0,0,0
2026-01-03 06:00:00,i10Central,0.691,0,0,0
2026-01-03 06:00:00,i10East,0.573,0,0,0
2026-01-03 06:00:00,mesa,0.412,0,0,0
2026-01-03 06:00:00,sunland,0.364,0,0,0
2026-01-03 06:00:00,us54,0.445,0,0,0
2026-01-03 06:00:00,paisano,0.372,0,0,0
2026-01-03 06:00:00,loop375,0.384,0,0,0
2026-01-03 07:00:00,i10West,0.668,0,0,0
2026-01-03 07:00:00,i10Central,0.844,0,0,0
2026-01-03 07:00:00,i10East,0.732,0,0,0
2026-01-03 07:00:00,mesa,0.476,0,0,0
2026-01-03 07:00:00,sunland,0.425,0,0,0
2026-01-03 07:00:00,us54,0.516,0,0,0
2026-01-03 07:00:00,paisano,0.435,0,0,0
2026-01-03 07:00:00,loop375,0.61,1,0,0
2026-01-03 08:00:00,i10West,0.885,0,1,0
2026-01-03 08:00:00,i10Central,0.98,0,1,0
2026-01-03 08:00:00,i10East,0.919,0,1,0
2026-01-03 08:00:00,mesa,0.721,1,1,0
2026-01-03 08:00:00,sunland,0.651,1,1,0
2026-01-03 08:00:00,us54,0.626,0,1,0
2026-01-03 08:00:00,paisano,0.539,0,1,0
2026-01-03 08:00:00,loop375,0.718,1,1,0
2026-01-03 09:00:00,i10West,0.752,0,0,0
2026-01-03 09:00:00,i10Central,0.98,1,0,0
2026-01-03 09:00:00,i10East,0.736,0,0,0
2026-01-03 09:00:00,mesa,0.523,0,0,0
2026-01-03 09:00:00,sunland,0.492,0,0,0
2026-01-03 09:00:00,us54,0.523,0,0,0
2026-01-03 09:00:00,paisano,0.452,0,0,0
2026-01-03 09:00:00,loop375,0.483,0,0,0
2026-01-03 10:00:00,i10West,0.591,0,0,0
2026-01-03 10:00:00,i10Central,0.72,0,0,0
2026-01-03 10:00:00,i10East,0.572,0,0,0
2026-01-03 10:00:00,mesa,0.423,0,0,0
2026-01-03 10:00:00,sunland,0.381,0,0,0
2026-01-03 10:00:00,us54,0.481,0,0,0
2026-01-03 10:00:00,paisano,0.437,0,0,0
2026-01-03 10:00:00,loop375,0.403,0,0,0
2026-01-03 11:00:00,i10West,0.543,0,0,0
2026-01-03 11:00:00,i10Central,0.647,0,0,0
2026-01-03 11:00:00,i10East,0.482,0,0,0
2026-01-03 11:00:00,mesa,0.329,0,0,0
2026-01-03 11:00:00,sunland,0.51,2,0,0
2026-01-03 11:00:00,us54,0.417,0,0,0
2026-01-03 11:00:00,paisano,0.367,0,0,0
2026-01-03 11:00:00,loop375,0.335,0,0,0
2026-01-03 12:00:00,i10West,0.489,0,0,0
2026-01-03 12:00:00,i10Central,0.564,0,0,0
2026-01-03 12:00:00,i10East,0.478,0,0,0
2026-01-03 12:00:00,mesa,0.32,0,0,0
2026-01-03 12:00:00,sunland,0.248,0,0,0
2026-01-03 12:00:00,us54,0.346,0,0,0
2026-01-03 12:00:00,paisano,0.311,0,0,0
2026-01-03 12:00:00,loop375,0.344,0,0,0
2026-01-03 13:00:00,i10West,0.485,0,0,0
2026-01-03 13:00:00,i10Central,0.599,0,0,0
2026-01-03 13:00:00,i10East,0.525,0,0,0
2026-01-03 13:00:00,mesa,0.318,0,0,0
2026-01-03 13:00:00,sunland,0.277,0,0,0
2026-01-03 13:00:00,us54,0.367,0,0,0
2026-01-03 13:00:00,paisano,0.481,1,0,0
2026-01-03 13:00:00,loop375,0.377,0,0,0
2026-01-03 14:00:00,i10West,0.571,0,0,0
2026-01-03 14:00:00,i10Central,0.846,1,0,0
2026-01-03 14:00:00,i10East,0.582,0,0,0
2026-01-03 14:00:00,mesa,0.353,0,0,0
2026-01-03 14:00:00,sunland,0.324,0,0,0
2026-01-03 14:00:00,us54,0.443,0,0,0
2026-01-03 14:00:00,paisano,0.414,0,0,0
2026-01-03 14:00:00,loop375,0.4,0,0,0
2026-01-03 15:00:00,i10West,0.707,0,0,0
2026-01-03 15:00:00,i10Central,0.98,2,0,0
2026-01-03 15:00:00,i10East,0.765,0,0,0
2026-01-03 15:00:00,mesa,0.461,0,0,0
2026-01-03 15:00:00,sunland,0.441,0,0,0
2026-01-03 15:00:00,us54,0.548,0,0,0
2026-01-03 15:00:00,paisano,0.476,0,0,0
2026-01-03 15:00:00,loop375,0.504,0,0,0
2026-01-03 16:00:00,i10West,0.932,1,0,0
2026-01-03 16:00:00,i10Central,0.977,0,0,0
2026-01-03 16:00:00,i10East,0.827,0,0,0
2026-01-03 16:00:00,mesa,0.54,0,0,0
