date,date_index,year,month,month_sin,month_cos,day_of_month,day_of_week,day_of_week_num,day_of_week_sin,day_of_week_cos,is_weekend,is_major_us_holiday,is_holiday_window,holiday_name,hour,hour_sin,hour_cos,is_morning_rush,is_evening_rush,is_night,direction,direction_code,median_daily_traffic,median_adjusted_daily_traffic,median_speed_limit,median_number_of_lanes,median_latitude_for_direction_year,median_longitude_for_direction_year,lag_1h_crashes,lag_2h_crashes,lag_3h_crashes,lag_24h_crashes,lag_168h_crashes,rolling_6h_avg_crashes,rolling_24h_avg_crashes,rolling_168h_avg_crashes,rolling_720h_avg_crashes,same_hour_last_7d_avg_crashes,previous_24h_total_crashes,previous_168h_total_crashes,crash_binary,crash_count,risk_level,risk_target
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,10,0.5,-0.866025,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.166667,0.2,0.2,0.2,0.0,2,2,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,11,0.258819,-0.965926,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.181818,0.181818,0.181818,0.0,2,2,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,12,0.0,-1.0,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.166667,0.166667,0.166667,0.0,2,2,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,13,-0.258819,-0.965926,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.153846,0.153846,0.153846,0.0,2,2,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,14,-0.5,-0.866025,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.142857,0.142857,0.142857,0.0,2,2,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,15,-0.707107,-0.707107,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.133333,0.133333,0.133333,0.0,2,2,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,16,-0.866025,-0.5,0,1,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.125,0.125,0.125,0.0,2,2,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,17,-0.965926,-0.258819,0,1,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.117647,0.117647,0.117647,0.0,2,2,1,1,MEDIUM,1
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,18,-1.0,-0.0,0,1,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,1,0,0,0,0,0.166667,0.166667,0.166667,0.166667,0.0,3,3,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,19,-0.965926,0.258819,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,1,0,0,0,0.166667,0.157895,0.157895,0.157895,0.0,3,3,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,20,-0.866025,0.5,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,1,0,0,0.166667,0.15,0.15,0.15,0.0,3,3,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,21,-0.707107,0.707107,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.166667,0.142857,0.142857,0.142857,0.0,3,3,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,22,-0.5,0.866025,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.166667,0.136364,0.136364,0.136364,0.0,3,3,0,0,LOW,0
2023-04-01,0,2023,4,0.866025,-0.5,1,Saturday,5,-0.974928,-0.222521,1,0,0,,23,-0.258819,0.965926,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.166667,0.130435,0.130435,0.130435,0.0,3,3,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,0,0.0,1.0,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.125,0.125,0.125,0.0,3,3,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,1,0.258819,0.965926,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.125,0.12,0.12,0.0,3,3,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,2,0.5,0.866025,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,1,0,0.0,0.125,0.115385,0.115385,1.0,3,3,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,3,0.707107,0.707107,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.111111,0.111111,0.0,2,3,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,4,0.866025,0.5,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,1,0,0.0,0.083333,0.107143,0.107143,1.0,2,3,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,5,0.965926,0.258819,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.103448,0.103448,0.0,1,3,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,6,1.0,0.0,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.1,0.1,0.0,1,3,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,7,0.965926,-0.258819,1,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.096774,0.096774,0.0,1,3,1,1,MEDIUM,1
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,8,0.866025,-0.5,1,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,1,0,0,0,0,0.166667,0.083333,0.125,0.125,0.0,2,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,9,0.707107,-0.707107,1,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,1,0,0,0,0.166667,0.083333,0.121212,0.121212,0.0,2,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,10,0.5,-0.866025,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,1,0,0,0.166667,0.083333,0.117647,0.117647,0.0,2,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,11,0.258819,-0.965926,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.166667,0.083333,0.114286,0.114286,0.0,2,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,12,0.0,-1.0,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.166667,0.083333,0.111111,0.111111,0.0,2,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,13,-0.258819,-0.965926,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.166667,0.083333,0.108108,0.108108,0.0,2,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,14,-0.5,-0.866025,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.105263,0.105263,0.0,2,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,15,-0.707107,-0.707107,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.102564,0.102564,0.0,2,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,16,-0.866025,-0.5,0,1,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.1,0.1,0.0,2,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,17,-0.965926,-0.258819,0,1,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,1,0,0.0,0.083333,0.097561,0.097561,1.0,2,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,18,-1.0,-0.0,0,1,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.095238,0.095238,0.0,1,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,19,-0.965926,0.258819,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.093023,0.093023,0.0,1,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,20,-0.866025,0.5,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.090909,0.090909,0.0,1,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,21,-0.707107,0.707107,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.088889,0.088889,0.0,1,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,22,-0.5,0.866025,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.086957,0.086957,0.0,1,4,0,0,LOW,0
2023-04-02,1,2023,4,0.866025,-0.5,2,Sunday,6,-0.781831,0.62349,1,0,0,,23,-0.258819,0.965926,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.085106,0.085106,0.0,1,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,0,0.0,1.0,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.083333,0.083333,0.0,1,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,1,0.258819,0.965926,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.081633,0.081633,0.0,1,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,2,0.5,0.866025,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.08,0.08,0.5,1,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,3,0.707107,0.707107,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.078431,0.078431,0.0,1,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,4,0.866025,0.5,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.076923,0.076923,0.5,1,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,5,0.965926,0.258819,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.075472,0.075472,0.0,1,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,6,1.0,0.0,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.041667,0.074074,0.074074,0.0,1,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,7,0.965926,-0.258819,1,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,1,0,0.0,0.041667,0.072727,0.072727,0.5,1,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,8,0.866025,-0.5,1,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.0,0.071429,0.071429,0.0,0,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,9,0.707107,-0.707107,1,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.0,0.070175,0.070175,0.0,0,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,10,0.5,-0.866025,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.0,0.068966,0.068966,0.0,0,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,11,0.258819,-0.965926,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.0,0.067797,0.067797,0.0,0,4,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,12,0.0,-1.0,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.0,0.066667,0.066667,0.0,0,4,1,1,MEDIUM,1
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,13,-0.258819,-0.965926,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,1,0,0,0,0,0.166667,0.041667,0.081967,0.081967,0.0,1,5,1,1,MEDIUM,1
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,14,-0.5,-0.866025,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,1,1,0,0,0,0.333333,0.083333,0.096774,0.096774,0.0,2,6,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,15,-0.707107,-0.707107,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,1,1,0,0,0.333333,0.083333,0.095238,0.095238,0.0,2,6,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,16,-0.866025,-0.5,0,1,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,1,0,0,0.333333,0.083333,0.09375,0.09375,0.0,2,6,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,17,-0.965926,-0.258819,0,1,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.333333,0.083333,0.092308,0.092308,0.5,2,6,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,18,-1.0,-0.0,0,1,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.333333,0.083333,0.090909,0.090909,0.0,2,6,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,19,-0.965926,0.258819,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.166667,0.083333,0.089552,0.089552,0.0,2,6,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,20,-0.866025,0.5,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.088235,0.088235,0.0,2,6,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,21,-0.707107,0.707107,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.086957,0.086957,0.0,2,6,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,22,-0.5,0.866025,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.085714,0.085714,0.0,2,6,0,0,LOW,0
2023-04-03,2,2023,4,0.866025,-0.5,3,Monday,0,0.0,1.0,0,0,0,,23,-0.258819,0.965926,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.084507,0.084507,0.0,2,6,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,0,0.0,1.0,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.083333,0.083333,0.0,2,6,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,1,0.258819,0.965926,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.082192,0.082192,0.0,2,6,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,2,0.5,0.866025,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.081081,0.081081,0.333333,2,6,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,3,0.707107,0.707107,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.08,0.08,0.0,2,6,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,4,0.866025,0.5,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.078947,0.078947,0.333333,2,6,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,5,0.965926,0.258819,0,0,1,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.077922,0.077922,0.0,2,6,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,6,1.0,0.0,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.076923,0.076923,0.0,2,6,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,7,0.965926,-0.258819,1,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.075949,0.075949,0.333333,2,6,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,8,0.866025,-0.5,1,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.075,0.075,0.0,2,6,1,2,HIGH,2
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,9,0.707107,-0.707107,1,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,2,0,0,0,0,0.333333,0.166667,0.098765,0.098765,0.0,4,8,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,10,0.5,-0.866025,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,2,0,0,0,0.333333,0.166667,0.097561,0.097561,0.0,4,8,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,11,0.258819,-0.965926,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,2,0,0,0.333333,0.166667,0.096386,0.096386,0.0,4,8,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,12,0.0,-1.0,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,1,0,0.333333,0.166667,0.095238,0.095238,0.333333,4,8,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,13,-0.258819,-0.965926,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,1,0,0.333333,0.125,0.094118,0.094118,0.333333,3,8,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,14,-0.5,-0.866025,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.333333,0.083333,0.093023,0.093023,0.0,2,8,0,0,LOW,0
2023-04-04,3,2023,4,0.866025,-0.5,4,Tuesday,1,0.781831,0.62349,0,0,0,,15,-0.707107,-0.707107,0,0,0,West,0,172647.0,172647.0,60.0,8.0,31.77156592,-106.39250824,0,0,0,0,0,0.0,0.083333,0.091954,0.091954,0.0,2,8,0,0,LOW,0
